number,title,labels,state,created_at,closed_at,time_open,repository,started_on_sprint,closed_on_sprint
20,Atualizar EVM,"['DOCS', 'EPS', 'MEDIUM']",open,2021-04-17 16:20:18+00:00,,,documentation,7,
21,Criar mirror na organização da disciplina,"['ARQ', 'EPS']",closed,2021-04-17 18:02:06+00:00,2021-04-24 17:35:52+00:00,6 days 23:33:46,documentation,7,7
22,Criar action para gerar json do sonarclould,"['DEVOPS', 'EASY', 'EPS']",open,2021-04-17 18:33:44+00:00,,,documentation,7,
